Name,Price,Cuisine,Award,FacilitiesAndServices,Description,Combined,City,Country,Continent,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
abysse,$$$,"French, Contemporary",1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,JCB,Mastercard credit card,Visa credit card","Chef Kotaro Meguro draws on the character of Japan and his theme is ‘ocean and forest’ and their connection within nature. The pure water of rural hills forms rivers, irrigating the land as they flow into the sea and begin the cycle anew: he expresses this providence in his cooking. Bounty of sea and mountain are intermingled on a single plate, a blend of the foods of water and soil. Meat is forgotten in favour of a celebration of seafoods and good things gathered from the forest.","35.648478, 139.705688",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Shokuzen Abe,$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Yoshikazu Abe learned about giving thanks to nature from his mentor in Kyoto. Making it a firm principle to prepare dishes in tune with the seasons, he wastes nothing. Gorgeous hassun appetisers, nutritious white miso soup, and simmered vegetables from Ohara complete the mood of a feast in Kyoto. The key item in the menu is the rice cooked in a wood-fuelled stove. Enjoy the fresh-cooked rice on its own first, then savour delicious accompaniments like marinated pollack roe and dried sardines.","35.670726, 139.763671",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Sushi Kuwano,$$$$,Sushi,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Each morning Tatsuya Kuwano goes hunting for sushi toppings in the Toyosu fish market. Every night Sushi Kuwano has the feel of a dinner party. He serves his snacks according to his own peculiar rhythm; when the customers have settled, the nigiri starts to appear. In spring, it begins with a shuko of noresore, or young conger eel and ends with nigiri of anago, conger eel, telling of the interconnectedness of life. Fish is even used in the tamago-yaki, with minced hamo in summer and cod in winter.","35.668435, 139.76125",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Tempura Miyashiro,$$$,Tempura,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","The set menu with its daily changing dishes is a tapestry of artful tempura and more. Naoaki Miyashiro’s menu is bursting with surprises and joy. Abalone is made into shabu-shabu in liver broth. Leftover broth is added to rice tempura and served as seasoned rice gruel. To wrap up the meal, ‘Tenbara’ is served, rice cooked with tomatoes and topped with kakiage (all-in-one seafood and vegetable tempura blend). The chef applies skills learned in Japanese cooking to add flair to his dishes.","35.641547, 139.697277",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Tempura Motoyoshi,$$$,Tempura,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","The fruits of Motoyoshi’s curiosity are apparent in his tempura. Shrimp comes in two types of coating, which you can taste and compare. The light batter is seasoned with salt, while tentsuyu complements the thick batter. Fatty hairtail and Spanish mackerel are deep-fried to evoke a grilled aroma. Onions and lotus root are left to sit till they reach the right temperature for optimum sweetness. Motoyoshi deftly manipulates batter thickness and flame heat to call forth a cornucopia of flavours.","35.649532, 139.707611",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
L'ARGENT,$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,JCB,Mastercard credit card,Visa credit card,Wheelchair access","This restaurant moved to the address listed below and reopened on Sep 28th.2F, Tokyo Club Bldg, 3-2-6 Kasumigaseki, Chiyoda-ku, TokyoNew information will be updated after our inspection.","35.670573, 139.746524",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Tempura Maehira,$$$,Tempura,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Tomokazu Maehira’s interpretation of tempura does not begin with shrimp, but with the light, plain flavours of icefish and squid. Bundled broad beans and snow peas offer plumpness, while burdock and bamboo shoots bring a pleasing firmness, and sea urchins a creamy touch. The alternation of light and rich flavours and textures are well thought out. Maehira follows the three stages of mastery: the fundamentals, followed by breaking with tradition, then creating one’s own techniques.","35.655644, 139.733863",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
La Clairière,$$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Hideyuki Shibata broadened his knowledge by visiting the regions which produce his ingredients. The first difference you notice is their presentation. He conveys the bounty of nature and the joy he feels in bringing together customer and producer. His white asparagus trio, sweetfish variations and peach gazpacho are seasonal specialities. You’ll love the taste of the chef’s message: ‘Joy and gratitude in every dish’.","35.645161, 139.728149",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Ginza Kitafuku,$$$$,Crab Specialities,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Live crab delights all five senses year-round. The chef deftly handles the crabs, which arrive in wooden boxes. To add variety to their flavour, the crabs are served as sashimi, shabu-shabu or char-grilled, while tempura and zosui are also available. Red king crab and horsehair crab are served year-round, while blue king crab and matsubagani are served only in season. Enjoying a crab dinner while listening to the chef’s anecdotes about the crustaceans is time well spent.","35.670102, 139.761189",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Kyobashi Tempura Fukamachi,$$$,Tempura,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Masao Fukamachi has been walking the path of the chef for half a century. He adjusts the batter for each type of tempura, concentrating his experience in practiced movements as he manages two cooking pots. As he heats uni wrapped in oba, he enhances its fragrance and draws out the umami, demonstrating his formidable skills. Supporting the owner-chef are his two sons. Heirs to his expertise in Edomae cooking, the two young men are following in their father’s footsteps.","35.67649, 139.77049",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Tempura Yaguchi,$$$$,Tempura,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","A single issue of a cooking magazine led Kazuki Yaguchi onto the path of the tempura artisan. Apprenticeship under his mentor taught Yaguchi to find his own style while inheriting his master’s culinary philosophy. His tempura is deep-fried in oil at high temperatures using a high proportion of cottonseed oil and features generous portions of vegetables. The batter is fried to fragrant perfection, drawing out the flavour of its contents. Sea urchin is wrapped in perilla leaf to avoid overheating.","35.686176, 139.784022",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Sharikimon Onozawa,$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Makoto Onozawa finds inventive ways to break the mould while respecting tradition. Soup dishes and sashimi uphold the basics, reassuring the diner. Broiled unagi seasoned in soy-based sweet sauce is served together with broiled unseasoned unagi for a special treat. Rolled sushi of tuna and pickled daikon radish are served in the intervals, bringing satisfaction. The meal concludes on two comfort-food notes: soba and curry. Breaking tradition, after all, is about seeing the job to completion.","35.689236, 139.722586",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Sushi Keita,$$$,Sushi,1 Star MICHELIN,"Air conditioning,Counter dining,Credit card / Debit card accepted","Owner-chef Keita Aoyama treasures the Edomae cuisine skills he acquired through apprenticeships in Hokkaido and Tokyo. Fish floss is sandwiched between rice and either gizzard shad or prawn. Nitsume-coated anago is rich and flavoursome. Mindful of the simple joy of filling one’s cheeks, the nigiri are generously portioned. Sushi toppings are cut thick and paired with akazu-seasoned rice. Tamago-yaki with Shiba shrimp wraps up the meal. Polished skills are evident in every dish.","35.665416, 139.773639",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Takumi,$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Each dish arrives with a card explaining it. The Chef was inspired to adopt this approach by the way art galleries convey the concepts behind their artworks. Exploring unusual combinations of ingredients, he uses spices and herbs to assemble layers of flavour and fragrance. From temperature to texture, everything is calculated to create a cuisine that is by turns simple and complex. All five senses are satisfied, leaving a lasting impression.","35.660377, 139.724214",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
le sputnik,$$$,French,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,JCB,Mastercard credit card,Visa credit card","The name ‘Sputnik’ recalls the world’s first artificial satellite. It is also the Russian word for ‘fellow traveller’, an image that appeals to Yujiro Takahashi: he is the captain, he says, who guides diners in navigating each course. Takahashi’s life work is the discovery of previously unknown ingredients, creating cuisine that transcends time. Beets and foie gras, arranged like red roses, are a striking innovation. Take a glimpse into the unfamiliar world of his imagination.","35.664392, 139.729876",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Jizozushi,$$$$,Sushi,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Motohiro Takeda makes Edomae sushi for the Reiwa era (2019–) while pursuing the history of Edomae sushi. For toppings, he faithfully follows Edomae practice; the rice, vinegared with red vinegar, is cooked in a broad-brimmed cooking pot. Changes in sushi through history are chronicled in Takeda’s offerings: Tiger shrimp folded over nori seaweed is an Edo period (1603–1868) sushi, for example, while simmered scallops are a treat from the Showa era (1926–1989). The menu lists the producing regions for each item, as well as the fish for each season.","35.635353, 139.720956",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Akasaka Momonoki,$$$,Chinese,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card,Wheelchair access","The name means ‘peach tree’ in allusion to a Chinese proverb; ‘The peach tree’s delicious fruit makes people beat a path to it’. For the restaurant, the peach tree represents their cooking, so they opened the restaurant during the Peach Festival. Sophisticated, modern décor with large windows offering views of the city. Enjoy traditional Chinese cuisine in an elegant setting.","35.679726, 139.737003",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
Kagurazaka Marutomi,$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card","Wagyu beef is the tie that binds the family of Kenichi Onodera. He named his restaurant ‘Marutomi’ after his grandfather’s cattle farm, and his parents ran a butcher’s shop in Ichinoseki. For that reason, he focuses on wagyu from Iwate Prefecture. Char-grilled and fried items are on the menu, as is sukiyaki with edible wild plants and matsutake mushrooms. The menu changes twice monthly, so a wide range of ingredients are sourced. The combination of traditional multi-course meals with beef dishes is pure Onodera.","35.701149, 139.738628",Tokyo,Japan,Asia,5.2,5.7,8.7,13.9,18.2,21.4,25.0,26.4,22.8,17.5,12.1,7.6,15.4
